L,P_counter,mean_sq_diff,Cobb_angle,D_geo,S_proprio_alpha05,S_proprio_alpha10
0.25,0.011755782052354079,0.01743049882658375,0.5716465196208325,0.0030464454010863578,0.01985908458678829,0.01678398983353763
0.2603448275862069,0.012748803166502993,0.01743049882658375,0.6035494370076881,0.0031725052107864837,0.020265797470956866,0.017478499757684014
0.2706896551724138,0.013782081893387666,0.01743049882658375,0.6364555599052912,0.003298565020486607,0.020664507098947973,0.018173009681830398
0.2810344827586207,0.014855618233008112,0.01743049882658375,0.670404750784268,0.0034246248301867334,0.021055668124072925,0.018867519605976782
0.2913793103448276,0.015969412185364323,0.01743049882658375,0.7054368721152436,0.003550684639886858,0.021439693716555987,0.01956202953012317
0.3017241379310345,0.017123463750456296,0.01743049882658375,0.7417438111037697,0.003676744449586983,0.021816960676692792,0.020256539454269553
0.3120689655172414,0.018317772928284046,0.01743049882658375,0.7794076597621056,0.0038028042592871064,0.02218781376515021,0.02095104937841594
0.3224137931034483,0.019552339718847556,0.01743049882658375,0.8183085161788543,0.003928864068987233,0.022552569392102945,0.021645559302562324
0.33275862068965517,0.02082716412214683,0.01743049882658375,0.858487386136062,0.004054923878687361,0.022911518777554842,0.022340069226708708
0.3431034482758621,0.022142246138181877,0.01743049882658375,0.8999852754157759,0.0041809836883874825,0.023264930672642837,0.023034579150855092
0.35344827586206895,0.02349758576695268,0.01743049882658375,0.9428431898000429,0.00430704349808761,0.02361305371423838,0.023729089075001476
0.36379310344827587,0.024893183008459267,0.017430498826583752,0.9871021350709099,0.004433103307787734,0.023956118471491504,0.024423598999147863
0.3741379310344828,0.02632903786270161,0.017430498826583752,1.035894658991373,0.004559163117487861,0.024294339232190817,0.025118108923294247
0.3844827586206897,0.02780515032967972,0.01743049882658375,1.0953744785151684,0.00468522292718798,0.02462791556826106,0.02581261884744063
0.39482758620689656,0.029321520409393592,0.01743049882658375,1.1573773720207163,0.004811282736888105,0.024957033712883925,0.026507128771587014
0.4051724137931035,0.030878148101843243,0.01743049882658375,1.221971224906629,0.004937342546588233,0.02528186777622758,0.027201638695733405
0.41551724137931034,0.03247503340702864,0.01743049882658375,1.2892239225715199,0.00506340235628836,0.02560258082231719,0.027896148619879782
0.42586206896551726,0.034112176324949825,0.01743049882658375,1.3592033504139995,0.005189462165988483,0.025919325825952987,0.028590658544026173
0.4362068965517242,0.035789576855606776,0.01743049882658375,1.4319773938326805,0.005315521975688607,0.026232246525613144,0.029285168468172557
0.4465517241379311,0.03750723499899949,0.01743049882658375,1.5076139382261757,0.005441581785388735,0.026541478185835323,0.029979678392318944
0.45689655172413796,0.03926515075512796,0.01743049882658375,1.5861808689930958,0.0055676415950888635,0.02684714828054931,0.030674188316465324
0.4672413793103449,0.04106332412399222,0.017430498826583752,1.667746071532055,0.005693701404788986,0.02714937710715351,0.03136869824061171
0.47758620689655173,0.0429017551055922,0.01743049882658375,1.752377431241664,0.005819761214489116,0.027448278339725806,0.0320632081647581
0.48793103448275865,0.04478044369992799,0.01743049882658375,1.840142833520535,0.005945821024189232,0.027743959528583696,0.03275771808890448
0.49827586206896557,0.04669938990699954,0.01743049882658375,1.9311101637672812,0.00607188083388936,0.028036522552419365,0.03345222801305086
0.5086206896551724,0.04865859372680683,0.01743049882658375,2.025347307380513,0.006197940643589489,0.028326064028398813,0.03414673793719724
0.5189655172413794,0.05065805515934993,0.01743049882658375,2.1229221497588453,0.0063240004532896165,0.02861267568490544,0.034841247861343634
0.5293103448275862,0.05269777420462876,0.01743049882658375,2.223902576300887,0.0064500602629897295,0.028896444701004446,0.035535757785490014
0.5396551724137931,0.05477775086264337,0.01743049882658375,2.328356472405254,0.006576120072689865,0.02917745401618924,0.0362302677096364
0.55,0.05689798513339375,0.01743049882658375,2.436351723470556,0.006702179882389985,0.029455782613528828,0.03692477763378279
